DispositionScore,PlanetaryRadius[Earthradii,TCEPlanetNumbe,StellarEffectiveTemperatureUpperUnc.[K,TransitSignal-to-Nois,ExoplanetCandidate
1.0,2.37,1.0,147.0,35.6,1.0
0.61,46.27,1.0,159.0,679.8,0.0
0.999,1.97,1.0,85.0,17.6,1.0
0.952,1.98,3.0,112.0,17.6,1.0
0.0,57.36,1.0,87.0,8.9,0.0
0.997,4.52,2.0,120.0,70.0,1.0
0.998,20.52,1.0,173.0,10.3,0.0
0.502,3.24,1.0,175.0,21.6,1.0
0.0,138.54,1.0,86.0,1728.1,0.0
0.984,1.95,1.0,166.0,10.1,1.0
0.0,63.06,2.0,184.0,468.4,0.0
0.988,2.52,1.0,153.0,16.0,1.0
0.0,1.68,1.0,131.0,14.7,0.0
0.951,1.82,1.0,145.0,12.5,1.0
0.0,37.66,1.0,160.0,45.7,0.0
0.0,0.9,1.0,159.0,23.4,0.0
0.0,53.89,1.0,175.0,2163.4,0.0
0.0,0.64,1.0,164.0,12.9,0.0
0.0,0.92,2.0,124.0,13.4,0.0
0.0,1.05,1.0,185.0,9.9,0.0
0.0,6.42,1.0,152.0,64.4,0.0
1.0,4.81,1.0,203.0,15.3,1.0
0.992,2.25,1.0,80.0,15.5,1.0
0.0,68.93,1.0,201.0,827.0,0.0
0.0,0.95,1.0,155.0,28.1,0.0
1.0,2.45,1.0,160.0,23.2,1.0
0.0,18.39,2.0,145.0,92.1,0.0
0.0,0.65,1.0,184.0,14.0,0.0
0.899,1.2,2.0,82.0,10.5,1.0
1.0,1.47,2.0,174.0,26.7,1.0
1.0,43.81,1.0,198.0,15.8,0.0
0.744,1.03,1.0,86.0,11.3,1.0
0.0,74.5,1.0,172.0,2594.9,0.0
1.0,3.08,1.0,166.0,23.6,1.0
1.0,3.39,2.0,111.0,80.8,1.0
0.0,14.43,1.0,166.0,49.1,0.0
0.993,0.7,4.0,111.0,17.3,1.0
1.0,2.2,1.0,177.0,17.5,1.0
0.0,21.96,1.0,164.0,42.6,0.0
0.996,1.72,1.0,190.0,12.4,1.0
0.0,74.76,1.0,185.0,23.4,0.0
0.0,3.11,1.0,156.0,49.3,0.0
0.0,1.08,1.0,151.0,26.1,0.0
0.971,2.61,1.0,85.0,12.5,1.0
0.0,51.9,1.0,162.0,1216.8,0.0
0.0,24.74,1.0,134.0,20.0,0.0
1.0,2.09,2.0,78.0,10.3,1.0
0.0,1.19,1.0,169.0,26.7,0.0
0.0,0.83,1.0,156.0,22.0,0.0
0.025,3.45,1.0,118.0,34.1,0.0
0.0,0.23,1.0,0.0,18.0,0.0
1.0,1.6,1.0,151.0,35.3,1.0
0.976,2.25,2.0,81.0,16.6,1.0
0.0,0.44,1.0,153.0,9.2,0.0
0.0,44.86,2.0,197.0,389.8,0.0
1.0,1.77,1.0,106.0,54.2,1.0
0.0,21.07,1.0,169.0,21.1,0.0
0.065,1.57,1.0,169.0,6.6,0.0
0.0,1.62,1.0,182.0,13.3,0.0
0.0,1.49,1.0,152.0,8.1,0.0
0.978,1.99,2.0,123.0,32.7,1.0
0.889,3.47,5.0,70.0,16.3,1.0
0.897,0.92,1.0,108.0,21.0,1.0
0.0,34.45,1.0,177.0,177.0,0.0
0.987,7.78,2.0,89.0,139.3,1.0
0.0,1.26,1.0,160.0,9.0,0.0
0.0,29.26,2.0,190.0,79.1,0.0
1.0,2.73,1.0,74.0,64.4,1.0
0.0,1.21,1.0,155.0,21.7,0.0
0.0,25.56,1.0,165.0,154.7,0.0
0.0,64.77,1.0,70.0,1823.0,0.0
1.0,7.34,1.0,167.0,370.8,1.0
1.0,1.29,2.0,169.0,7.0,1.0
0.0,9.76,2.0,168.0,79.9,0.0
0.0,37.99,1.0,140.0,17.4,0.0
1.0,3.58,3.0,105.0,20.1,1.0
0.993,2.76,4.0,113.0,22.0,1.0
1.0,1.39,1.0,189.0,11.8,1.0
0.0,43.07,1.0,151.0,534.0,0.0
1.0,3.11,1.0,103.0,114.3,1.0
1.0,1.67,1.0,180.0,18.7,1.0
0.0,0.5,1.0,170.0,9.4,0.0
0.998,5.5,1.0,180.0,141.1,1.0
0.001,1.04,2.0,200.0,15.9,0.0
0.404,2.26,3.0,75.0,7.8,1.0
0.0,42.58,1.0,166.0,1938.7,0.0
0.996,1.31,1.0,103.0,13.7,1.0
1.0,2.87,1.0,171.0,83.7,1.0
0.0,45.9,1.0,156.0,2599.0,0.0
0.027,37.24,1.0,158.0,1338.1,0.0
0.0,1.64,1.0,169.0,21.8,0.0
1.0,1.49,1.0,109.0,38.2,1.0
0.984,1.42,1.0,187.0,14.7,1.0
1.0,3.51,1.0,128.0,38.9,1.0
0.949,1.37,1.0,76.0,31.2,1.0
0.0,2.6,2.0,80.0,25.9,0.0
0.0,75.88,1.0,181.0,1863.4,0.0
0.318,4.05,1.0,178.0,9.6,1.0
0.0,1.09,1.0,154.0,9.8,0.0
0.0,2.2,1.0,174.0,14.1,0.0
1.0,2.79,1.0,133.0,64.1,1.0
0.0,32.21,1.0,191.0,114.4,0.0
1.0,0.96,1.0,73.0,25.6,1.0
0.212,0.93,1.0,166.0,7.7,1.0
0.0,119.91,1.0,226.0,326.1,0.0
0.917,1.18,2.0,112.0,11.5,1.0
0.0,27.16,1.0,176.0,169.0,0.0
1.0,1.48,1.0,167.0,58.0,1.0
0.0,2.1,1.0,172.0,10.5,0.0
0.0,0.48,1.0,144.0,10.4,0.0
0.323,2.07,1.0,156.0,9.5,1.0
0.005,49.77,1.0,155.0,529.4,0.0
1.0,1.86,1.0,121.0,36.6,1.0
0.0,61.63,1.0,164.0,33.6,0.0
0.0,27.04,1.0,189.0,119.6,0.0
0.997,1.2,1.0,193.0,10.1,1.0
0.0,23.81,1.0,201.0,43.3,0.0
0.983,0.83,2.0,102.0,13.5,1.0
0.94,2.08,2.0,81.0,11.8,1.0
0.0,4.79,1.0,187.0,20.3,0.0
0.999,2.64,2.0,128.0,51.7,1.0
0.0,20.43,1.0,155.0,103.6,0.0
0.996,0.92,1.0,115.0,17.4,1.0
0.9,0.93,1.0,73.0,24.3,1.0
0.0,2674.69,1.0,81.0,60.7,0.0
0.0,67.37,1.0,189.0,187.6,0.0
0.0,2.07,1.0,156.0,41.7,0.0
0.0,46.42,1.0,143.0,1157.6,0.0
0.476,1.91,3.0,97.0,35.0,1.0
0.006,1.3,1.0,167.0,18.9,0.0
1.0,13.43,1.0,114.0,1109.7,1.0
0.994,2.28,1.0,194.0,17.7,1.0
0.0,116.93,1.0,213.0,294.4,0.0
0.997,1.43,1.0,105.0,28.5,1.0
0.958,1.02,2.0,157.0,10.4,1.0
0.0,129.87,1.0,230.0,1315.5,0.0
0.97,6.34,3.0,162.0,32.6,1.0
0.0,47.55,1.0,169.0,563.9,0.0
0.979,2.44,1.0,124.0,21.8,1.0
1.0,0.88,2.0,149.0,21.6,1.0
0.0,25.27,1.0,147.0,111.5,0.0
1.0,1.75,1.0,82.0,14.6,1.0
0.0,29.28,1.0,78.0,4731.1,0.0
0.506,1.6,1.0,77.0,11.7,1.0
1.0,1.67,1.0,79.0,19.0,1.0
0.0,0.69,1.0,160.0,17.1,0.0
0.0,16.74,1.0,162.0,16.2,0.0
0.167,1.14,1.0,154.0,20.5,0.0
0.0,0.91,1.0,149.0,8.9,0.0
1.0,7.58,1.0,166.0,97.2,1.0
0.0,57.95,1.0,164.0,2278.9,0.0
0.0,69.55,1.0,197.0,881.5,0.0
1.0,3.07,1.0,100.0,249.7,1.0
0.0,59.24,1.0,152.0,2387.8,0.0
0.972,1.71,1.0,73.0,89.3,1.0
0.0,30.48,1.0,204.0,117.8,0.0
1.0,4.71,1.0,164.0,51.4,1.0
0.0,0.85,1.0,168.0,12.3,0.0
1.0,1.66,1.0,165.0,30.6,1.0
0.0,19.31,1.0,74.0,163.4,0.0
0.0,33.4,1.0,167.0,1361.5,0.0
0.811,13.04,1.0,78.0,4304.3,1.0
0.995,2.57,1.0,80.0,17.1,1.0
0.0,1.06,1.0,156.0,15.7,0.0
1.0,1.84,1.0,123.0,21.3,1.0
0.804,21.48,1.0,164.0,590.6,1.0
0.866,0.93,3.0,77.0,11.4,1.0
0.923,1.57,1.0,103.0,15.2,1.0
0.0,3.84,1.0,229.0,65.8,0.0
0.0,7.37,1.0,145.0,415.7,0.0
0.0,1.38,1.0,235.0,21.6,0.0
0.992,1.25,1.0,188.0,15.4,1.0
0.0,49.01,1.0,175.0,813.6,0.0
0.0,4.96,2.0,0.0,259.3,0.0
0.998,1.1,2.0,116.0,6.7,1.0
0.0,17.07,2.0,169.0,50.4,0.0
0.917,0.62,2.0,297.0,10.4,1.0
0.552,1.21,1.0,146.0,14.6,1.0
0.999,1.54,1.0,152.0,15.5,1.0
1.0,3.07,1.0,117.0,41.2,1.0
0.0,33.46,1.0,132.0,1680.0,0.0
0.554,38.11,1.0,159.0,56.5,0.0
0.0,1.22,3.0,162.0,13.8,0.0
1.0,1.85,1.0,104.0,43.1,1.0
1.0,5.78,1.0,79.0,363.9,1.0
0.036,1.31,1.0,235.0,31.2,1.0
0.993,1.94,1.0,83.0,18.5,1.0
0.0,1.52,1.0,162.0,48.2,0.0
0.0,1.86,1.0,84.0,7.5,1.0
0.283,3.86,1.0,87.0,12.3,1.0
0.0,97.39,1.0,155.0,2000.2,0.0
0.0,62.03,1.0,166.0,3582.5,0.0
1.0,2.19,1.0,162.0,26.6,1.0
1.0,1.64,1.0,107.0,38.4,1.0
0.806,1.37,1.0,185.0,11.8,1.0
1.0,2.09,2.0,185.0,12.7,1.0
0.999,0.7,1.0,144.0,8.3,1.0
0.996,2.4,1.0,139.0,27.0,1.0
0.0,89.79,1.0,189.0,1513.7,0.0
1.0,3.09,1.0,112.0,27.1,1.0
0.0,30.11,1.0,156.0,585.4,0.0
0.0,0.59,1.0,166.0,12.0,0.0
0.0,17.21,1.0,138.0,1144.8,0.0
0.981,1.75,1.0,169.0,14.2,1.0
0.0,12.34,1.0,169.0,873.4,0.0
0.996,1.35,1.0,181.0,13.8,1.0
0.563,2.59,3.0,109.0,100.5,1.0
0.982,0.55,1.0,84.0,19.1,1.0
1.0,2.68,1.0,90.0,178.6,1.0
0.0,3.64,1.0,81.0,13.0,0.0
0.001,4.21,2.0,110.0,29.5,1.0
0.974,0.84,2.0,166.0,12.2,1.0
0.002,2.16,1.0,192.0,23.8,0.0
1.0,1.84,6.0,113.0,53.8,1.0
0.0,2.6,1.0,201.0,15.3,0.0
0.885,1.64,1.0,167.0,15.6,1.0
0.998,10.02,1.0,88.0,286.0,1.0
1.0,1.04,1.0,164.0,11.5,1.0
0.0,40.38,1.0,169.0,314.0,0.0
0.0,18.8,1.0,136.0,907.2,0.0
0.86,11.17,1.0,99.0,1244.4,1.0
1.0,1.25,1.0,150.0,17.7,0.0
0.0,1.43,1.0,181.0,8.3,0.0
0.0,68.91,1.0,237.0,756.4,0.0
0.993,0.91,1.0,152.0,9.9,1.0
0.0,1.24,1.0,159.0,17.0,0.0
0.937,1.48,2.0,78.0,12.3,1.0
1.0,1.26,1.0,81.0,30.7,1.0
1.0,2.19,2.0,82.0,23.8,1.0
1.0,3.23,1.0,78.0,25.9,1.0
0.191,1.23,1.0,162.0,9.5,0.0
0.0,23.5,1.0,174.0,31.6,0.0
1.0,2.05,1.0,83.0,24.1,1.0
0.967,2.04,2.0,76.0,24.4,1.0
0.0,12.88,1.0,193.0,26.2,0.0
1.0,2.3,1.0,166.0,50.6,1.0
0.881,4.27,1.0,184.0,53.4,1.0
0.992,1.01,2.0,90.0,29.1,1.0
0.0,1.17,1.0,181.0,17.1,0.0
0.0,0.91,1.0,150.0,21.3,0.0
0.0,17.72,2.0,163.0,44.5,0.0
0.0,38.71,1.0,178.0,223.5,0.0
0.825,0.87,1.0,140.0,9.1,1.0
1.0,2.2,1.0,103.0,76.2,1.0
1.0,2.97,2.0,105.0,28.1,1.0
1.0,1.76,1.0,187.0,13.1,1.0
0.0,24.0,4.0,105.0,18.1,1.0
0.0,1.54,1.0,197.0,42.0,0.0
0.998,2.19,1.0,79.0,51.8,1.0
0.0,121.59,1.0,170.0,3361.5,0.0
0.365,3.46,1.0,158.0,45.0,1.0
0.002,49.24,1.0,169.0,17.1,0.0
0.0,8.8,1.0,197.0,98.6,0.0
1.0,2.54,1.0,71.0,125.6,1.0
0.819,0.96,2.0,155.0,9.6,1.0
0.364,1.19,1.0,156.0,11.7,1.0
0.0,45.87,1.0,177.0,7878.0,0.0
0.041,2.02,2.0,219.0,6.9,0.0
0.98,1.91,1.0,172.0,12.9,1.0
0.858,1.59,1.0,73.0,16.0,1.0
0.937,0.77,1.0,118.0,13.2,1.0
1.0,8.03,1.0,78.0,171.0,1.0
0.999,1.01,1.0,72.0,23.1,1.0
0.0,215.89,1.0,186.0,83.5,0.0
0.0,53.63,1.0,153.0,1093.2,0.0
0.0,28.96,1.0,148.0,1284.0,0.0
1.0,3.68,1.0,88.0,27.2,1.0
0.0,36.84,2.0,156.0,189.0,0.0
0.871,26.06,1.0,228.0,1441.9,1.0
0.0,96.85,1.0,197.0,520.3,0.0
0.0,0.82,1.0,145.0,9.4,0.0
0.99,2.5,1.0,110.0,50.0,1.0
0.0,51.31,1.0,164.0,4263.6,0.0
1.0,5.15,1.0,111.0,96.3,1.0
1.0,10.63,1.0,155.0,794.3,1.0
0.0,2.58,1.0,158.0,37.3,0.0
0.0,66.22,1.0,100.0,26.8,0.0
0.986,2.75,3.0,82.0,10.4,1.0
0.0,39.19,1.0,192.0,44.9,0.0
0.001,1.46,3.0,169.0,11.4,0.0
0.878,1.51,1.0,291.0,8.7,1.0
0.0,14.71,1.0,126.0,35.6,0.0
0.0,12.62,1.0,210.0,40.7,0.0
0.0,37.56,1.0,185.0,298.7,0.0
0.0,51.42,1.0,165.0,429.7,0.0
0.0,18.9,1.0,154.0,1343.2,0.0
1.0,3.12,1.0,80.0,51.0,1.0
1.0,6.95,1.0,168.0,92.6,1.0
0.92,1.45,2.0,113.0,13.9,1.0
0.0,0.6,1.0,175.0,9.8,0.0
0.979,1.16,2.0,181.0,12.5,1.0
0.009,1.53,1.0,190.0,20.7,0.0
0.0,14.38,1.0,169.0,212.9,1.0
0.998,1.11,3.0,71.0,30.9,1.0
0.0,40.08,1.0,169.0,5131.4,0.0
1.0,8.01,1.0,191.0,190.4,1.0
0.0,65.42,1.0,162.0,2402.0,0.0
1.0,1.71,2.0,159.0,34.1,1.0
0.996,2.95,1.0,193.0,20.2,1.0
0.994,2.28,2.0,157.0,10.7,1.0
0.992,1.41,2.0,166.0,12.6,1.0
0.128,0.89,1.0,177.0,12.3,0.0
1.0,2.67,2.0,107.0,23.4,1.0
1.0,4.65,1.0,184.0,33.3,1.0
0.996,0.98,1.0,154.0,9.8,1.0
1.0,2.62,1.0,102.0,49.5,1.0
1.0,2.7,1.0,107.0,41.9,1.0
0.0,2.4,2.0,150.0,44.3,0.0
0.0,2.24,1.0,193.0,12.4,0.0
1.0,1.87,1.0,157.0,18.9,1.0
0.0,43.23,1.0,170.0,987.8,0.0
0.991,1.09,1.0,122.0,12.4,1.0
0.982,1.12,2.0,74.0,10.7,1.0
1.0,1.57,1.0,71.0,112.2,1.0
1.0,1.72,1.0,184.0,19.9,1.0
0.997,4.68,1.0,76.0,49.4,1.0
0.999,1.6,1.0,197.0,12.9,1.0
0.0,1.5,1.0,170.0,51.7,0.0
0.0,135.99,1.0,186.0,829.1,0.0
0.0,42.1,1.0,150.0,890.3,0.0
1.0,1.31,5.0,106.0,17.5,1.0
0.872,13.25,1.0,191.0,10.5,1.0
0.0,31.6,1.0,70.0,195.5,0.0
0.766,2.96,2.0,102.0,54.2,1.0
0.351,22.36,1.0,212.0,97.5,0.0
0.0,1177.65,1.0,190.0,898.4,0.0
1.0,2.07,1.0,77.0,82.0,1.0
0.0,1.08,1.0,164.0,10.8,0.0
0.984,0.96,3.0,80.0,9.8,1.0
0.971,2.62,4.0,107.0,34.4,1.0
0.928,2.08,1.0,168.0,39.6,0.0
0.0,0.91,1.0,209.0,21.8,0.0
0.0,94.1,1.0,164.0,3602.0,0.0
0.0,1.17,1.0,175.0,25.3,0.0
0.059,2.93,1.0,89.0,9.5,1.0
0.0,67.0,1.0,200.0,587.9,0.0
1.0,3.13,2.0,105.0,106.9,1.0
0.976,2.17,2.0,155.0,18.2,1.0
0.0,83.16,1.0,178.0,2019.4,0.0
0.0,52.74,1.0,147.0,140.9,0.0
0.0,15.9,1.0,72.0,28.2,0.0
1.0,3.2,3.0,113.0,122.8,1.0
0.0,0.88,3.0,166.0,17.6,0.0
0.0,30.92,1.0,152.0,912.0,0.0
0.0,75.31,1.0,88.0,706.1,0.0
0.0,22.11,1.0,178.0,87.9,0.0
0.0,105.07,1.0,216.0,943.7,0.0
1.0,1.23,1.0,105.0,35.2,1.0
0.0,1.39,1.0,193.0,9.6,0.0
0.0,36.15,1.0,152.0,178.3,0.0
0.0,39.18,1.0,178.0,3902.3,0.0
0.0,39.32,1.0,195.0,273.5,0.0
0.0,0.64,1.0,167.0,12.4,0.0
0.926,2.49,1.0,72.0,15.2,1.0
1.0,1.39,3.0,111.0,15.0,1.0
0.0,18.6,1.0,255.0,2217.1,0.0
0.001,33.44,1.0,160.0,275.6,0.0
0.015,24.15,1.0,189.0,192.4,0.0
0.0,0.86,1.0,176.0,9.6,0.0
0.996,1.3,3.0,78.0,12.5,1.0
1.0,2.76,1.0,109.0,97.3,1.0
1.0,2.09,1.0,97.0,95.6,1.0
0.983,2.61,1.0,78.0,20.5,0.0
0.0,2.11,1.0,200.0,19.9,0.0
0.0,67.17,1.0,160.0,1143.6,0.0
1.0,2.83,1.0,159.0,25.5,1.0
0.972,1.23,1.0,172.0,12.4,1.0
0.0,35.35,1.0,206.0,661.4,0.0
0.0,29.32,1.0,160.0,393.9,0.0
0.0,90.12,1.0,219.0,1115.3,0.0
1.0,1.14,1.0,73.0,34.8,1.0
0.999,0.93,1.0,202.0,21.9,1.0
1.0,3.05,1.0,170.0,62.8,1.0
0.0,106.99,1.0,188.0,4247.8,0.0
0.992,1.31,3.0,125.0,11.5,1.0
0.0,3.23,1.0,193.0,36.9,0.0
0.0,3.28,1.0,145.0,76.4,0.0
0.0,155.22,1.0,244.0,198.8,0.0
1.0,1.72,2.0,113.0,13.6,1.0
0.0,1.14,1.0,301.0,9.2,0.0
1.0,1.03,1.0,174.0,16.7,1.0
0.0,1.48,1.0,181.0,43.2,0.0
0.998,2.1,2.0,122.0,36.2,1.0
1.0,2.53,2.0,81.0,274.5,1.0
1.0,2.53,1.0,114.0,64.4,1.0
0.995,2.92,3.0,102.0,23.3,1.0
1.0,2.18,1.0,65.0,44.0,1.0
0.967,1.39,2.0,80.0,17.1,1.0
1.0,1.57,1.0,82.0,36.0,1.0
0.0,2.08,1.0,161.0,19.7,1.0
0.987,2.31,2.0,114.0,17.9,1.0
0.743,1.04,1.0,98.0,18.8,1.0
0.0,52.05,1.0,198.0,551.7,0.0
0.0,7.84,1.0,170.0,74.3,0.0
1.0,1.88,1.0,154.0,19.7,1.0
0.0,40.32,1.0,177.0,397.6,0.0
0.0,39.73,1.0,84.0,24.6,0.0
0.987,2.03,1.0,177.0,16.5,1.0
1.0,4.43,1.0,159.0,156.5,0.0
0.96,0.61,1.0,71.0,10.7,1.0
1.0,1.73,1.0,79.0,22.8,1.0
1.0,1.19,3.0,184.0,12.1,1.0
1.0,3.26,1.0,82.0,61.5,1.0
0.993,8.31,1.0,56.0,607.4,1.0
0.999,3.25,1.0,104.0,47.8,1.0
0.0,0.65,1.0,162.0,12.5,0.0
0.998,1.43,1.0,70.0,15.2,1.0
0.0,21.23,1.0,121.0,74.3,0.0
0.0,0.87,1.0,140.0,9.2,0.0
0.999,1.39,1.0,75.0,65.2,1.0
0.899,1.55,2.0,83.0,12.3,1.0
1.0,2.1,1.0,115.0,41.8,1.0
1.0,2.38,3.0,70.0,22.7,1.0
0.998,1.67,1.0,123.0,21.6,1.0
0.0,1.24,1.0,175.0,20.4,0.0
0.0,17.63,1.0,146.0,87.2,0.0
0.0,0.76,1.0,125.0,11.3,0.0
0.0,1.45,1.0,118.0,12.4,0.0
0.991,0.76,1.0,175.0,10.3,1.0
0.0,319.52,1.0,53.0,416.1,0.0
0.999,1.53,1.0,155.0,16.9,1.0
0.0,1.82,1.0,165.0,23.5,0.0
1.0,3.68,1.0,174.0,62.6,1.0
0.98,1.16,1.0,172.0,11.7,1.0
0.0,52.18,1.0,228.0,5784.8,0.0
0.998,4.91,1.0,103.0,220.5,1.0
0.973,3.08,2.0,107.0,34.3,1.0
0.998,2.8,2.0,124.0,38.1,1.0
0.277,0.95,1.0,170.0,7.0,0.0
0.0,0.9,1.0,176.0,10.8,0.0
1.0,2.99,1.0,109.0,252.8,1.0
0.001,1.74,1.0,199.0,27.8,0.0
0.0,29.98,1.0,176.0,1117.0,0.0
0.406,1.71,3.0,169.0,7.9,0.0
0.972,1.21,2.0,156.0,11.5,1.0
0.836,1.19,1.0,152.0,14.3,1.0
0.919,1.24,1.0,78.0,9.5,1.0
0.0,1.21,1.0,160.0,86.3,0.0
0.999,1.22,2.0,153.0,11.5,1.0
0.0,1.18,1.0,152.0,15.2,0.0
0.95,2.66,1.0,68.0,11.4,1.0
0.0,0.63,1.0,161.0,17.6,0.0
0.0,2.15,1.0,168.0,6.6,1.0
0.387,1.5,1.0,75.0,17.4,0.0
1.0,5.64,1.0,112.0,350.6,1.0
0.0,29.56,1.0,145.0,2148.6,0.0
0.0,36.7,1.0,134.0,205.4,0.0
0.975,4.44,1.0,176.0,32.2,1.0
0.118,1.49,1.0,169.0,9.4,1.0
1.0,1.48,2.0,76.0,22.8,1.0
0.0,0.91,1.0,194.0,22.5,0.0
1.0,1.36,4.0,111.0,21.2,1.0
1.0,1.95,1.0,193.0,39.8,1.0
0.0,1.16,2.0,86.0,15.4,1.0
0.997,3.02,1.0,163.0,19.4,1.0
1.0,2.18,1.0,190.0,26.4,1.0
0.995,1.94,1.0,70.0,20.0,1.0
0.999,1.57,1.0,174.0,15.3,1.0
1.0,2.33,3.0,94.0,37.7,1.0
0.0,69.68,1.0,146.0,5902.4,0.0
1.0,2.37,1.0,182.0,40.9,1.0
0.0,1.15,1.0,186.0,9.6,0.0
0.996,9.1,1.0,194.0,54.6,1.0
1.0,3.93,1.0,179.0,40.0,1.0
0.0,3.46,1.0,154.0,58.9,0.0
0.0,1.04,1.0,155.0,12.7,0.0
0.0,188.55,1.0,183.0,1157.5,0.0
0.0,39.08,1.0,165.0,833.4,0.0
0.0,25.42,1.0,182.0,26.3,0.0
0.0,46.55,1.0,163.0,590.7,0.0
0.993,1.21,1.0,159.0,12.6,1.0
0.987,3.1,1.0,79.0,21.4,1.0
0.534,2.07,1.0,76.0,19.7,1.0
0.0,20.06,1.0,186.0,765.0,0.0
0.997,0.83,1.0,81.0,28.9,1.0
1.0,2.11,1.0,79.0,31.6,1.0
0.812,0.99,2.0,113.0,12.5,1.0
0.999,0.97,1.0,142.0,8.3,1.0
0.0,32.84,1.0,96.0,16.2,0.0
0.0,2.09,1.0,174.0,86.2,0.0
1.0,2.98,1.0,83.0,31.5,1.0
0.922,9.06,1.0,84.0,82.8,1.0
0.0,1.61,1.0,182.0,10.8,0.0
0.0,78.77,1.0,210.0,354.7,0.0
0.001,1.05,1.0,181.0,9.3,0.0
1.0,1.21,1.0,198.0,8.9,1.0
0.987,0.99,1.0,156.0,10.5,1.0
0.15,0.99,1.0,76.0,50.9,1.0
0.0,23.23,1.0,152.0,426.0,1.0
0.0,2.9,1.0,251.0,16.5,0.0
0.0,4.49,1.0,166.0,84.1,0.0
0.996,3.62,1.0,81.0,15.4,1.0
0.0,1.73,1.0,137.0,12.0,1.0
1.0,2.26,2.0,78.0,158.0,1.0
0.0,2.78,1.0,166.0,17.3,0.0
0.001,1.01,1.0,157.0,10.0,0.0
0.0,5.5,1.0,184.0,7.9,0.0
0.001,2.72,1.0,70.0,83.3,0.0
1.0,2.33,1.0,85.0,87.2,1.0
0.956,1.51,1.0,123.0,16.0,1.0
0.0,0.52,1.0,79.0,14.7,0.0
0.995,1.15,2.0,74.0,14.4,1.0
0.949,1.23,1.0,131.0,14.5,1.0
0.767,1.54,1.0,155.0,11.6,1.0
1.0,1.35,1.0,190.0,21.0,1.0
0.0,21.06,1.0,140.0,29.0,0.0
0.0,149.98,1.0,174.0,656.5,0.0
0.997,1.17,1.0,144.0,9.2,1.0
1.0,1.32,2.0,111.0,21.9,1.0
0.0,1.81,1.0,173.0,9.9,0.0
0.815,2.39,4.0,105.0,11.8,1.0
0.833,1.95,1.0,144.0,15.7,1.0
0.0,23.94,1.0,165.0,312.5,0.0
0.0,428.62,1.0,179.0,147.9,0.0
0.0,10.86,1.0,158.0,69.6,0.0
0.982,2.26,1.0,85.0,134.8,1.0
1.0,1.19,3.0,99.0,24.0,1.0
0.786,0.46,2.0,92.0,5.2,1.0
0.987,1.59,3.0,104.0,21.3,1.0
1.0,1.82,1.0,161.0,37.8,1.0
0.996,1.01,1.0,115.0,18.5,1.0
0.0,26.57,1.0,191.0,189.9,0.0
0.877,1.08,1.0,182.0,12.8,1.0
1.0,2.1,1.0,189.0,29.5,1.0
1.0,1.56,2.0,159.0,44.5,1.0
0.0,0.89,1.0,159.0,17.4,0.0
0.998,4.52,1.0,104.0,324.3,1.0
1.0,2.05,1.0,106.0,67.5,1.0
0.998,2.56,1.0,192.0,16.4,1.0
0.0,19.71,1.0,152.0,72.3,0.0
0.988,1.4,1.0,152.0,19.5,1.0
0.0,1.03,1.0,162.0,21.4,0.0
0.0,1.07,1.0,184.0,21.0,0.0
0.994,2.43,1.0,78.0,15.0,1.0
0.953,1.0,1.0,187.0,15.8,1.0
1.0,1.75,1.0,80.0,27.5,1.0
0.01,1.28,1.0,196.0,9.4,0.0
0.979,1.6,1.0,174.0,11.8,1.0
0.0,19.51,1.0,161.0,53.7,0.0
0.0,0.64,1.0,166.0,9.7,0.0
0.992,1.1,3.0,112.0,13.3,1.0
0.0,88.64,1.0,168.0,3979.1,0.0
1.0,2.04,1.0,75.0,49.0,1.0
1.0,2.44,3.0,121.0,26.2,1.0
0.96,4.3,3.0,156.0,21.8,1.0
0.0,42.05,1.0,159.0,252.0,0.0
0.0,28.22,2.0,80.0,15.3,0.0
1.0,1.63,2.0,101.0,37.9,1.0
0.997,1.62,2.0,78.0,22.3,1.0
0.755,118.62,2.0,87.0,10.6,1.0
0.944,2.09,1.0,78.0,13.0,1.0
1.0,4.28,2.0,107.0,49.6,1.0
0.0,26.35,2.0,182.0,51.5,0.0
0.0,176.4,1.0,225.0,682.9,0.0
0.864,2.89,1.0,83.0,10.9,1.0
0.0,34.03,1.0,182.0,100.5,0.0
0.99,1.94,1.0,118.0,17.0,1.0
0.0,1.9,1.0,223.0,17.8,0.0
0.0,450.76,1.0,95.0,76.7,0.0
0.0,4.11,1.0,181.0,12.5,0.0
0.0,1.07,1.0,158.0,38.7,0.0
1.0,28.47,1.0,176.0,20.2,1.0
0.0,114.4,1.0,216.0,596.0,0.0
1.0,1.37,3.0,105.0,18.5,1.0
0.991,2.91,2.0,156.0,8.7,1.0
0.0,15.47,1.0,162.0,268.1,0.0
1.0,2.61,2.0,114.0,45.5,1.0
0.0,2.52,1.0,178.0,107.0,0.0
1.0,1.54,1.0,160.0,11.6,1.0
0.0,91.3,1.0,162.0,1548.2,0.0
0.0,251.93,1.0,154.0,208.6,0.0
1.0,2.26,1.0,184.0,34.1,1.0
1.0,1.24,1.0,175.0,10.8,1.0
0.759,25.74,1.0,153.0,538.0,0.0
1.0,2.66,1.0,172.0,63.9,1.0
0.988,5.91,1.0,159.0,95.9,1.0
0.0,0.52,1.0,153.0,10.2,0.0
