DispositionScore,PlanetaryRadius[Earthradii,TCEPlanetNumbe,StellarEffectiveTemperatureUpperUnc.[K,TransitSignal-to-Nois,ExoplanetCandidate
0.274,1.83,1.0,78.0,8.9,1.0
0.452,1.36,1.0,169.0,8.1,1.0
0.0,42.1,1.0,184.0,152.1,0.0
0.0,1.23,1.0,193.0,10.6,0.0
0.0,1.19,1.0,175.0,19.4,0.0
0.0,0.68,1.0,247.0,7.8,0.0
0.0,0.61,1.0,44.0,32.2,0.0
1.0,2.04,1.0,101.0,36.3,1.0
0.998,2.11,1.0,67.0,22.5,1.0
0.0,28.64,1.0,186.0,132.5,0.0
1.0,2.74,1.0,105.0,19.6,1.0
1.0,2.45,1.0,111.0,111.0,1.0
1.0,3.79,1.0,194.0,33.2,1.0
0.09,2.06,1.0,189.0,11.4,0.0
1.0,2.3,1.0,162.0,98.8,1.0
0.0,9.32,1.0,169.0,83.1,0.0
0.0,22.76,1.0,164.0,1421.7,0.0
0.0,18.48,1.0,218.0,124.9,0.0
0.228,10.95,1.0,186.0,85.8,0.0
0.0,6.64,1.0,161.0,17.4,0.0
0.0,32.57,1.0,86.0,1566.8,0.0
1.0,2.86,1.0,83.0,74.0,1.0
0.0,93.43,1.0,167.0,1375.1,0.0
1.0,14.81,1.0,80.0,16.1,1.0
0.918,1.35,1.0,175.0,15.8,1.0
0.973,2.25,2.0,181.0,17.0,1.0
0.993,1.4,3.0,133.0,13.4,1.0
0.994,2.87,1.0,175.0,14.7,1.0
1.0,2.45,1.0,157.0,50.4,1.0
0.978,2.61,2.0,108.0,116.9,1.0
0.0,0.92,1.0,174.0,13.0,0.0
0.0,65.76,1.0,114.0,249.5,0.0
0.0,74.69,1.0,93.0,57.0,0.0
1.0,1.58,3.0,68.0,55.3,1.0
0.866,1.69,1.0,78.0,11.6,1.0
0.69,1.19,1.0,169.0,8.6,1.0
0.996,1.6,4.0,120.0,16.7,1.0
0.0,71.11,1.0,176.0,250.9,0.0
0.957,0.78,1.0,78.0,7.9,1.0
0.049,55.28,1.0,51.0,218.9,1.0
0.0,28.97,1.0,168.0,4542.8,0.0
0.0,2.44,1.0,171.0,39.5,0.0
0.0,20.79,1.0,182.0,21.2,0.0
0.0,40.73,1.0,106.0,294.8,0.0
1.0,1.46,1.0,184.0,10.9,1.0
0.996,1.88,1.0,175.0,20.0,1.0
0.0,38.19,1.0,152.0,364.0,0.0
0.0,19.43,1.0,79.0,62.5,0.0
0.0,0.56,1.0,138.0,20.6,0.0
0.0,95.58,1.0,181.0,3150.9,0.0
0.0,27.64,1.0,158.0,3602.0,0.0
0.924,2.72,1.0,78.0,15.0,1.0
0.0,1.02,3.0,129.0,8.3,0.0
0.949,1.78,3.0,80.0,16.7,1.0
1.0,1.35,2.0,183.0,12.1,1.0
0.529,3.58,2.0,154.0,11.4,1.0
0.0,1.14,1.0,204.0,16.0,0.0
0.0,1.77,1.0,169.0,13.2,0.0
0.0,17.74,2.0,104.0,842.3,0.0
0.0,17.14,1.0,68.0,49.7,0.0
1.0,1.94,1.0,79.0,35.1,1.0
0.0,10.34,1.0,154.0,389.0,0.0
0.0,146.47,1.0,454.0,3733.6,0.0
1.0,1.5,2.0,83.0,30.8,1.0
1.0,1.66,1.0,106.0,34.3,1.0
0.011,4.37,1.0,184.0,61.2,1.0
0.0,0.75,1.0,162.0,19.2,0.0
0.0,267.59,1.0,223.0,3732.8,0.0
0.0,29.01,1.0,181.0,323.4,0.0
0.001,2.07,1.0,156.0,16.8,0.0
1.0,1.51,1.0,95.0,79.7,1.0
0.0,3.74,1.0,175.0,10.6,0.0
0.791,1.08,1.0,228.0,13.9,0.0
1.0,5.95,1.0,159.0,273.7,1.0
0.783,29.77,3.0,196.0,12.9,1.0
1.0,5.11,1.0,106.0,361.1,1.0
1.0,1.66,1.0,85.0,16.1,1.0
1.0,2.14,2.0,176.0,18.4,1.0
0.0,18.03,1.0,39.0,37.2,0.0
0.995,2.53,1.0,166.0,17.2,1.0
0.96,0.86,2.0,152.0,15.9,1.0
0.216,0.71,1.0,169.0,11.1,0.0
0.0,2.65,1.0,80.0,11.4,0.0
0.912,1.28,1.0,155.0,14.0,1.0
0.0,0.9,1.0,76.0,11.4,0.0
0.0,10.45,2.0,275.0,225.5,0.0
0.991,1.94,1.0,151.0,23.6,1.0
0.0,139.59,1.0,210.0,772.7,0.0
0.146,1.72,1.0,159.0,6.9,0.0
0.0,49.21,1.0,159.0,3990.5,0.0
1.0,91.09,1.0,122.0,18.3,0.0
0.986,1.97,1.0,175.0,13.9,1.0
1.0,1.62,1.0,79.0,27.0,1.0
0.0,29.1,1.0,189.0,125.2,0.0
1.0,1.52,1.0,169.0,31.6,1.0
0.971,1.67,1.0,81.0,12.7,1.0
0.0,268.65,1.0,206.0,130.0,0.0
0.966,1.94,1.0,170.0,16.4,1.0
0.0,2.59,1.0,174.0,52.9,0.0
0.994,2.04,1.0,167.0,20.2,1.0
0.0,53.25,1.0,105.0,930.3,0.0
0.989,1.87,1.0,111.0,25.5,1.0
0.0,142.04,1.0,118.0,3272.4,0.0
1.0,2.48,1.0,119.0,42.2,1.0
0.0,1.34,1.0,160.0,19.7,0.0
0.0,37.37,1.0,62.0,18.3,0.0
1.0,2.76,1.0,173.0,38.1,1.0
0.0,7.47,1.0,78.0,22.2,0.0
1.0,3.47,1.0,98.0,246.6,1.0
0.012,0.86,1.0,191.0,10.5,0.0
0.188,3.71,1.0,104.0,48.2,0.0
0.0,34.84,1.0,183.0,230.7,0.0
0.0,1.7,1.0,196.0,15.9,0.0
0.0,28.69,1.0,144.0,645.9,0.0
0.0,66.73,1.0,106.0,47.6,0.0
0.994,3.29,1.0,154.0,15.6,1.0
0.483,3.05,1.0,109.0,71.3,1.0
0.969,1.07,1.0,178.0,10.8,1.0
0.997,1.17,1.0,173.0,9.8,1.0
1.0,2.58,1.0,169.0,22.8,1.0
0.0,1.08,1.0,152.0,13.0,0.0
0.0,1.32,1.0,166.0,16.3,0.0
0.985,4.93,2.0,179.0,14.0,1.0
1.0,1.74,1.0,118.0,33.9,1.0
0.0,6.4,1.0,79.0,18.7,0.0
0.765,1.95,1.0,78.0,9.4,1.0
0.0,26.0,1.0,184.0,1331.0,0.0
1.0,11.26,1.0,80.0,218.5,1.0
1.0,2.18,2.0,85.0,57.6,1.0
0.79,0.82,5.0,111.0,15.2,1.0
1.0,2.3,4.0,111.0,21.9,1.0
0.0,1.27,1.0,146.0,28.2,0.0
0.984,5.86,1.0,119.0,46.9,1.0
0.128,14.87,1.0,50.0,11.5,0.0
1.0,2.81,1.0,94.0,114.7,1.0
0.0,0.93,1.0,84.0,20.8,0.0
0.0,59.62,1.0,148.0,1819.1,0.0
0.887,1.17,5.0,121.0,9.3,1.0
1.0,1.49,1.0,79.0,22.9,1.0
0.998,3.29,1.0,82.0,66.7,1.0
0.0,57.48,1.0,192.0,204.0,0.0
1.0,3.29,1.0,124.0,43.5,1.0
0.607,1.02,2.0,77.0,12.5,1.0
0.0,1.21,1.0,172.0,21.2,0.0
0.0,52.74,1.0,165.0,3168.8,0.0
0.0,9.04,1.0,72.0,17.0,0.0
0.976,2.13,1.0,102.0,84.9,1.0
0.0,77.59,1.0,165.0,476.6,0.0
0.112,1.16,1.0,169.0,7.9,0.0
0.953,2.13,1.0,71.0,124.7,1.0
1.0,1.75,1.0,113.0,37.5,1.0
0.0,56.63,1.0,76.0,2804.3,0.0
1.0,1.13,2.0,82.0,31.0,1.0
0.989,3.38,1.0,75.0,40.2,1.0
0.014,1.83,1.0,172.0,11.4,0.0
0.791,45.99,1.0,180.0,351.1,0.0
1.0,7.79,1.0,120.0,373.0,1.0
0.999,29.33,1.0,176.0,30.1,1.0
0.959,2.5,2.0,82.0,14.0,1.0
1.0,2.79,1.0,157.0,24.0,1.0
0.0,0.82,1.0,176.0,25.3,0.0
1.0,2.44,1.0,131.0,36.2,1.0
0.0,7.34,1.0,136.0,236.1,0.0
0.0,14.54,1.0,79.0,28.5,0.0
0.0,0.79,1.0,186.0,14.0,0.0
1.0,2.41,1.0,159.0,59.0,1.0
1.0,1.55,1.0,156.0,9.0,1.0
0.989,1.12,1.0,112.0,15.8,1.0
0.994,1.18,1.0,163.0,13.5,1.0
0.0,116.14,1.0,204.0,272.2,0.0
0.87,1.35,1.0,76.0,12.2,1.0
0.0,29.69,1.0,176.0,265.2,0.0
0.0,3.74,3.0,286.0,26.9,0.0
0.0,1.47,1.0,185.0,47.8,0.0
1.0,2.1,2.0,81.0,36.0,1.0
1.0,13.12,1.0,70.0,1072.1,1.0
0.997,2.61,1.0,169.0,28.6,1.0
1.0,2.0,1.0,447.0,112.5,1.0
0.0,75.04,1.0,198.0,15.6,0.0
0.0,19.46,1.0,163.0,89.2,0.0
0.844,1.44,1.0,200.0,11.0,1.0
0.962,2.41,2.0,138.0,22.5,1.0
1.0,2.73,1.0,82.0,58.3,1.0
0.977,19.25,1.0,163.0,99.9,1.0
0.996,0.97,1.0,167.0,11.3,1.0
1.0,1.09,1.0,138.0,12.1,1.0
0.0,30.09,1.0,205.0,296.9,1.0
0.994,0.99,2.0,121.0,11.7,1.0
0.0,259.36,1.0,77.0,302.3,0.0
1.0,2.55,2.0,171.0,18.3,1.0
0.0,23.04,1.0,78.0,12.3,0.0
0.0,3.68,1.0,158.0,47.6,0.0
1.0,2.16,1.0,72.0,92.3,1.0
0.8,0.79,1.0,180.0,8.9,1.0
0.0,0.91,1.0,160.0,16.2,0.0
1.0,3.8,1.0,157.0,19.5,0.0
0.972,0.79,1.0,161.0,10.7,1.0
0.269,30.53,2.0,116.0,7.7,0.0
0.0,1.25,1.0,143.0,19.6,0.0
0.374,0.53,2.0,0.0,5.9,0.0
0.932,2.7,3.0,111.0,22.7,1.0
0.0,15.95,1.0,190.0,14.0,0.0
0.0,49.38,1.0,147.0,140.4,0.0
0.0,82.42,1.0,213.0,181.4,0.0
1.0,2.27,1.0,124.0,40.4,1.0
0.992,1.87,3.0,75.0,28.9,1.0
0.993,0.9,1.0,71.0,12.6,1.0
0.998,10.59,1.0,85.0,271.8,1.0
0.99,0.85,1.0,76.0,9.5,1.0
0.0,18.45,1.0,145.0,117.8,0.0
0.141,0.64,2.0,140.0,8.8,0.0
0.0,112.86,1.0,200.0,4958.6,0.0
1.0,2.42,2.0,105.0,42.6,1.0
0.0,27.66,1.0,156.0,2841.5,0.0
1.0,2.9,1.0,83.0,36.4,1.0
0.0,44.35,1.0,132.0,140.0,0.0
0.996,1.32,2.0,174.0,9.8,1.0
1.0,16.51,1.0,82.0,159.2,1.0
0.0,1.12,1.0,169.0,24.6,0.0
0.0,29.41,1.0,71.0,41.9,0.0
0.0,1.06,1.0,180.0,15.5,0.0
0.989,2.36,2.0,79.0,19.0,1.0
0.0,1668.79,1.0,190.0,446.1,0.0
0.025,2.11,1.0,169.0,7.7,0.0
1.0,3.25,1.0,95.0,312.7,1.0
0.198,1.1,1.0,162.0,11.0,0.0
0.0,45.95,1.0,155.0,287.6,0.0
0.0,92.34,1.0,169.0,5552.2,0.0
0.0,75.11,1.0,176.0,6581.3,0.0
0.0,180.25,1.0,182.0,711.4,0.0
0.0,75.21,1.0,174.0,2540.6,0.0
0.993,1.7,1.0,105.0,20.1,1.0
0.0,1.61,1.0,175.0,57.0,0.0
0.0,21.26,1.0,183.0,495.3,1.0
0.0,85.25,1.0,177.0,160.1,0.0
0.999,26.52,1.0,82.0,1208.1,1.0
0.998,1.23,1.0,169.0,14.2,1.0
1.0,11.76,1.0,175.0,1022.2,1.0
0.0,23.25,1.0,159.0,78.3,0.0
0.69,0.96,4.0,85.0,8.1,1.0
1.0,12.37,1.0,107.0,544.7,1.0
0.884,2.36,5.0,113.0,27.5,1.0
1.0,1.56,1.0,76.0,287.8,1.0
0.96,2.07,2.0,105.0,11.4,1.0
0.998,4.15,1.0,171.0,18.8,1.0
1.0,43.17,3.0,117.0,16.9,1.0
1.0,2.8,1.0,170.0,12.3,1.0
1.0,2.39,1.0,175.0,16.7,1.0
1.0,2.62,1.0,99.0,47.1,1.0
0.997,0.84,1.0,113.0,17.2,1.0
0.0,107.13,1.0,177.0,2947.8,0.0
0.024,2.7,1.0,173.0,37.6,0.0
0.999,1.07,1.0,73.0,32.9,1.0
1.0,4.15,1.0,107.0,171.0,1.0
0.0,44.22,1.0,191.0,376.5,0.0
0.0,26.96,1.0,92.0,83.7,0.0
0.0,2.86,1.0,156.0,36.8,0.0
0.0,6.85,1.0,272.0,86.2,0.0
0.207,2.6,1.0,160.0,9.9,0.0
1.0,0.93,1.0,86.0,17.7,1.0
0.957,1.44,1.0,156.0,14.5,1.0
0.99,1.16,1.0,82.0,22.6,1.0
0.0,56.44,1.0,77.0,154.6,0.0
0.552,1.08,4.0,174.0,11.9,1.0
0.997,1.43,1.0,165.0,17.0,1.0
0.691,0.52,1.0,140.0,11.7,1.0
0.997,1.88,1.0,78.0,10.8,1.0
0.98,1.66,2.0,70.0,16.2,1.0
0.924,3.03,1.0,190.0,15.8,1.0
0.917,0.59,1.0,135.0,12.5,1.0
1.0,2.63,2.0,109.0,60.2,1.0
1.0,2.64,1.0,155.0,78.9,1.0
1.0,2.12,1.0,124.0,49.0,1.0
0.0,0.78,1.0,184.0,13.3,0.0
0.972,1.23,2.0,83.0,15.5,1.0
0.0,103.98,1.0,132.0,25.5,0.0
0.864,1.65,1.0,162.0,15.6,1.0
0.997,1.11,1.0,102.0,27.3,1.0
1.0,1.7,1.0,163.0,19.2,1.0
1.0,1.93,1.0,129.0,20.8,1.0
0.0,0.81,1.0,161.0,10.4,0.0
0.761,1.41,1.0,182.0,11.3,1.0
0.001,928.96,1.0,114.0,197.0,0.0
1.0,1.65,1.0,144.0,30.6,1.0
0.0,1.06,1.0,164.0,14.9,0.0
0.946,1.79,4.0,112.0,10.3,1.0
0.0,1.17,1.0,189.0,18.3,0.0
1.0,3.42,1.0,176.0,62.0,0.0
0.929,1.36,1.0,166.0,11.9,1.0
0.571,3.46,2.0,153.0,6.6,1.0
0.0,60.99,1.0,163.0,4541.1,0.0
0.0,0.56,1.0,179.0,7.8,0.0
1.0,3.18,1.0,153.0,87.6,1.0
0.404,1.46,2.0,104.0,65.6,1.0
0.0,1.0,1.0,135.0,20.3,0.0
0.0,299.87,1.0,143.0,445.3,0.0
1.0,1.15,1.0,131.0,36.4,1.0
0.0,533.08,1.0,185.0,247.2,0.0
0.0,218.79,1.0,189.0,1103.1,0.0
0.0,49.76,1.0,169.0,4594.8,0.0
0.999,1.35,1.0,110.0,17.3,1.0
0.0,53.03,1.0,185.0,1018.8,0.0
0.0,93.94,1.0,156.0,3458.3,0.0
0.942,0.97,1.0,131.0,12.0,1.0
0.0,152.74,1.0,201.0,175.7,0.0
1.0,2.26,1.0,161.0,37.1,1.0
0.854,1.16,1.0,250.0,14.3,1.0
0.0,23.35,1.0,161.0,24.3,0.0
0.0,37.72,1.0,164.0,145.3,0.0
0.004,1.9,1.0,190.0,23.3,0.0
0.989,0.96,2.0,87.0,17.3,1.0
0.255,1.96,1.0,180.0,7.9,1.0
0.996,0.73,1.0,75.0,10.6,1.0
0.0,1.58,1.0,193.0,21.4,0.0
0.966,4.17,1.0,79.0,17.0,1.0
0.0,0.86,1.0,153.0,8.9,0.0
1.0,1.16,1.0,98.0,82.6,1.0
0.998,2.19,1.0,144.0,24.3,1.0
1.0,0.98,2.0,114.0,18.4,1.0
0.0,1.2,1.0,166.0,17.4,0.0
0.963,0.79,1.0,104.0,11.2,1.0
0.0,42.99,1.0,141.0,24.7,0.0
0.0,4.42,1.0,189.0,36.7,0.0
0.997,3.92,2.0,117.0,66.5,1.0
0.0,67.53,1.0,232.0,176.1,0.0
1.0,1.41,1.0,100.0,73.5,1.0
0.0,1.26,1.0,155.0,18.0,0.0
0.0,13.83,1.0,174.0,277.2,1.0
0.0,517.43,1.0,189.0,183.0,0.0
0.0,103.41,1.0,201.0,1752.6,0.0
0.98,1.38,3.0,139.0,20.2,1.0
1.0,2.34,2.0,71.0,45.3,1.0
0.924,1.72,1.0,78.0,10.4,1.0
1.0,1.79,1.0,76.0,99.8,1.0
0.989,1.39,1.0,74.0,15.1,1.0
1.0,2.94,1.0,84.0,46.1,1.0
1.0,1.19,4.0,72.0,51.5,1.0
0.982,3.05,2.0,148.0,41.9,1.0
1.0,2.08,1.0,156.0,30.6,1.0
0.0,145.36,2.0,235.0,463.4,0.0
0.996,2.5,1.0,75.0,22.5,1.0
0.976,3.01,4.0,111.0,19.4,1.0
0.0,1.15,1.0,176.0,21.7,0.0
0.0,16.43,1.0,189.0,282.8,1.0
0.0,48.73,1.0,168.0,222.3,0.0
0.0,4.92,1.0,237.0,142.4,0.0
0.993,2.05,3.0,85.0,16.3,1.0
0.913,4.82,1.0,86.0,862.3,1.0
0.0,50.98,1.0,187.0,45.4,0.0
1.0,0.6,1.0,110.0,24.6,1.0
0.0,9.57,1.0,187.0,132.7,0.0
0.988,4.59,1.0,179.0,24.8,1.0
0.956,1.63,1.0,104.0,37.7,1.0
0.937,1.0,1.0,190.0,8.4,1.0
0.015,1.22,1.0,190.0,19.2,0.0
0.368,14.59,1.0,126.0,476.0,0.0
0.0,0.57,1.0,148.0,5.7,0.0
0.977,2.21,2.0,181.0,25.6,1.0
0.969,2.43,1.0,166.0,21.7,1.0
1.0,3.14,1.0,149.0,16.1,1.0
0.0,59.23,1.0,194.0,1539.9,0.0
0.0,31.77,1.0,173.0,104.5,0.0
0.425,0.36,4.0,143.0,9.0,1.0
0.216,46.44,2.0,82.0,8.7,1.0
0.307,6.88,1.0,110.0,9.9,0.0
1.0,2.16,1.0,103.0,79.8,1.0
0.928,2.61,1.0,129.0,27.0,1.0
1.0,1.22,1.0,146.0,18.2,1.0
0.972,1.1,1.0,168.0,15.8,1.0
0.999,1.68,2.0,78.0,23.7,1.0
0.992,0.6,1.0,118.0,23.0,1.0
0.0,135.84,1.0,180.0,4881.9,0.0
1.0,1.66,1.0,73.0,15.1,1.0
0.0,62.08,1.0,161.0,2025.7,0.0
0.982,1.71,1.0,197.0,22.4,1.0
0.995,2.04,1.0,131.0,35.9,1.0
0.0,54.36,1.0,146.0,292.0,0.0
0.362,36.0,1.0,69.0,170.0,0.0
0.999,1.59,1.0,180.0,17.3,1.0
1.0,3.06,1.0,161.0,49.4,1.0
0.99,0.89,1.0,153.0,15.9,1.0
0.999,2.57,1.0,186.0,12.1,1.0
0.0,41.08,1.0,189.0,195.6,0.0
1.0,1.14,1.0,75.0,47.8,1.0
0.0,46.92,1.0,81.0,3181.5,0.0
1.0,1.29,1.0,139.0,33.5,1.0
0.998,1.36,1.0,77.0,17.9,1.0
0.895,1.3,1.0,103.0,16.5,1.0
0.0,125.96,1.0,239.0,2882.0,0.0
0.002,2.12,1.0,72.0,11.9,0.0
0.999,1.34,2.0,111.0,21.1,1.0
0.0,38.01,1.0,157.0,296.0,0.0
0.0,1.02,1.0,160.0,14.2,0.0
0.953,1.3,1.0,173.0,9.3,1.0
0.999,1.02,2.0,70.0,31.0,1.0
0.0,1.35,1.0,169.0,15.7,0.0
0.0,178.15,1.0,240.0,3289.1,0.0
0.985,1.35,2.0,79.0,11.1,1.0
0.0,115.49,1.0,237.0,601.5,0.0
0.0,56.02,1.0,166.0,2206.5,0.0
0.996,1.59,1.0,174.0,19.0,1.0
0.0,13.68,1.0,177.0,94.5,0.0
0.992,2.85,1.0,105.0,92.9,1.0
1.0,2.2,2.0,98.0,115.1,1.0
0.974,2.54,2.0,161.0,14.9,1.0
1.0,0.76,3.0,74.0,13.7,1.0
1.0,2.78,1.0,105.0,93.6,1.0
0.998,10.83,1.0,76.0,237.1,1.0
0.0,3.79,1.0,155.0,123.7,0.0
0.0,72.91,1.0,156.0,83.5,0.0
0.633,1.92,1.0,219.0,12.3,1.0
0.0,1.43,1.0,145.0,31.2,0.0
1.0,1.36,1.0,71.0,32.5,1.0
0.0,1.32,1.0,175.0,21.0,0.0
1.0,1.87,1.0,153.0,48.1,1.0
0.0,26.82,1.0,151.0,122.1,0.0
0.959,8.2,1.0,89.0,355.7,1.0
0.0,93.47,1.0,198.0,911.3,0.0
1.0,2.55,2.0,121.0,35.0,1.0
0.0,37.79,1.0,169.0,157.1,0.0
0.0,0.58,1.0,148.0,29.1,0.0
0.0,4.14,1.0,179.0,147.4,0.0
0.0,395.94,1.0,155.0,262.4,0.0
0.0,69.44,1.0,162.0,56.6,0.0
0.0,127.57,1.0,189.0,3788.7,0.0
1.0,8.46,1.0,113.0,247.9,1.0
0.963,1.3,1.0,82.0,19.8,1.0
1.0,2.39,1.0,78.0,45.9,1.0
0.922,7.31,1.0,158.0,421.2,1.0
1.0,1.48,1.0,132.0,39.9,1.0
0.37,1.69,1.0,160.0,8.6,1.0
0.965,0.57,1.0,132.0,8.8,1.0
0.964,25.01,1.0,188.0,18.7,1.0
0.0,25.59,1.0,184.0,53.8,0.0
0.0,2.9,3.0,155.0,12.7,1.0
0.0,836.31,1.0,179.0,89.7,0.0
0.0,0.93,1.0,190.0,13.3,0.0
0.677,7.25,1.0,120.0,81.7,1.0
0.0,1.88,1.0,70.0,24.7,0.0
1.0,1.06,2.0,93.0,24.5,1.0
0.0,50.33,1.0,194.0,488.5,0.0
0.992,1.01,1.0,74.0,11.3,1.0
0.875,1.1,1.0,82.0,10.4,1.0
0.972,2.08,2.0,175.0,11.8,1.0
0.0,125.64,1.0,168.0,541.2,0.0
0.0,41.66,1.0,159.0,1246.3,0.0
0.967,1.62,1.0,158.0,14.7,1.0
1.0,7.61,1.0,167.0,88.0,1.0
0.0,5.46,1.0,160.0,12.2,1.0
0.0,1.61,1.0,157.0,13.3,0.0
0.0,0.95,1.0,133.0,13.8,0.0
0.0,2.62,1.0,155.0,37.8,0.0
0.996,1.18,2.0,175.0,10.1,1.0
0.0,36.51,1.0,155.0,121.6,0.0
1.0,3.08,1.0,161.0,64.5,1.0
0.0,56.41,1.0,186.0,124.1,0.0
0.0,1.55,1.0,179.0,28.2,0.0
0.0,29.53,1.0,166.0,161.2,0.0
0.0,30.26,1.0,184.0,64.9,0.0
0.994,0.92,1.0,74.0,13.2,1.0
1.0,2.08,1.0,101.0,100.3,1.0
0.0,159.34,2.0,251.0,283.7,0.0
0.0,0.19,1.0,39.0,13.4,0.0
0.0,1.56,2.0,121.0,29.2,0.0
0.993,1.57,2.0,74.0,16.3,1.0
0.0,19.01,1.0,169.0,42.2,0.0
1.0,2.98,1.0,122.0,29.3,1.0
1.0,2.6,1.0,104.0,93.4,1.0
1.0,13.6,1.0,76.0,340.5,1.0
0.0,207.71,1.0,197.0,97.2,0.0
0.997,1.78,1.0,160.0,21.7,1.0
0.999,1.33,1.0,172.0,9.8,1.0
0.0,35.61,1.0,171.0,2964.7,0.0
0.987,0.79,1.0,83.0,16.7,1.0
0.0,77.15,1.0,194.0,262.6,0.0
0.0,18.91,1.0,155.0,48.4,0.0
0.0,3.35,1.0,162.0,67.3,0.0
1.0,2.6,1.0,103.0,56.8,1.0
0.0,1.57,5.0,81.0,6.8,1.0
0.0,2.33,1.0,158.0,46.0,0.0
1.0,1.61,1.0,171.0,8.4,1.0
0.0,0.7,1.0,152.0,7.0,0.0
1.0,2.13,1.0,77.0,37.1,1.0
1.0,7.31,1.0,177.0,185.3,1.0
1.0,2.64,2.0,77.0,68.6,1.0
0.961,4.78,1.0,111.0,339.4,1.0
0.001,2.2,2.0,185.0,4.9,0.0
0.0,1.89,1.0,173.0,14.6,0.0
0.0,36.8,1.0,189.0,52.0,0.0
0.998,0.83,2.0,107.0,18.2,1.0
1.0,1.5,4.0,113.0,30.7,1.0
0.022,19.96,1.0,200.0,131.0,0.0
0.001,2.15,1.0,184.0,27.9,0.0
0.999,2.84,3.0,107.0,43.5,1.0
0.986,3.22,1.0,74.0,70.0,1.0
1.0,3.01,1.0,149.0,54.4,1.0
0.0,116.92,1.0,151.0,6485.8,0.0
0.0,1148.7,1.0,67.0,962.6,0.0
1.0,2.67,1.0,158.0,43.5,1.0
1.0,2.14,1.0,151.0,21.8,1.0
0.973,22.7,1.0,84.0,723.3,0.0
0.992,3.59,1.0,164.0,19.1,1.0
1.0,4.12,1.0,117.0,31.7,1.0
0.847,0.74,2.0,166.0,9.1,1.0
0.965,1.84,1.0,155.0,32.2,1.0
0.003,47.58,1.0,196.0,2013.6,0.0
0.384,2.03,1.0,174.0,17.9,1.0
0.0,149.1,1.0,186.0,2345.1,0.0
0.0,1.03,1.0,159.0,20.2,0.0
0.953,6.07,2.0,111.0,291.3,1.0
0.0,167.05,1.0,51.0,166.8,0.0
0.0,62.25,1.0,177.0,175.6,0.0
0.992,3.63,1.0,168.0,31.9,1.0
0.0,1.2,1.0,179.0,9.4,0.0
0.986,1.3,3.0,74.0,18.2,1.0
0.993,1.58,1.0,83.0,16.5,1.0
0.0,66.69,1.0,196.0,2173.1,0.0
0.0,61.66,1.0,153.0,1398.8,0.0
0.0,1.23,1.0,173.0,12.0,0.0
1.0,1.58,1.0,179.0,11.8,1.0
1.0,1.03,2.0,74.0,8.9,1.0
0.0,0.82,1.0,210.0,10.7,0.0
0.0,0.4,1.0,98.0,26.1,0.0
1.0,2.88,2.0,84.0,25.2,1.0
0.995,2.58,1.0,100.0,54.5,1.0
0.0,2.18,1.0,67.0,20.3,0.0
0.99,3.64,1.0,107.0,26.0,1.0
1.0,3.89,2.0,120.0,11.7,1.0
1.0,2.37,1.0,160.0,9.9,1.0
1.0,1.22,1.0,83.0,33.8,1.0
0.957,0.9,1.0,114.0,16.3,1.0
0.998,0.97,1.0,111.0,13.8,1.0
1.0,1.22,1.0,55.0,24.1,1.0
1.0,2.54,1.0,104.0,61.7,1.0
1.0,3.16,1.0,146.0,53.3,1.0
0.0,15.15,1.0,80.0,50.2,0.0
0.0,7.12,1.0,219.0,67.0,0.0
1.0,2.65,1.0,159.0,113.7,1.0
0.0,2.04,1.0,79.0,18.6,0.0
1.0,1.66,1.0,74.0,33.3,1.0
0.0,1.09,1.0,158.0,15.6,0.0
0.99,11.58,1.0,82.0,1996.7,1.0
0.0,8.96,1.0,183.0,115.3,0.0
1.0,2.0,1.0,94.0,141.4,1.0
1.0,1.67,1.0,167.0,37.6,1.0
0.0,5.67,1.0,179.0,159.3,0.0
1.0,1.65,1.0,157.0,14.7,1.0
0.0,26.21,1.0,160.0,3625.5,0.0
0.0,0.68,1.0,139.0,12.9,0.0
0.0,0.37,1.0,152.0,11.2,0.0
0.99,7.31,1.0,98.0,871.4,1.0
1.0,1.91,1.0,106.0,72.0,1.0
1.0,1.25,1.0,150.0,8.1,1.0
0.0,55.07,1.0,185.0,551.3,0.0
0.0,56.52,1.0,209.0,6113.7,0.0
0.0,0.51,1.0,210.0,14.3,0.0
0.0,1.53,1.0,196.0,18.7,0.0
0.217,1.25,2.0,101.0,7.5,0.0
1.0,3.0,1.0,172.0,38.1,1.0
0.0,4.98,1.0,182.0,54.7,0.0
0.783,1.03,1.0,168.0,10.0,1.0
0.904,0.62,1.0,138.0,8.0,1.0
0.0,3.25,1.0,189.0,28.8,0.0
0.658,21.11,1.0,181.0,1107.7,0.0
0.0,78.24,1.0,188.0,7428.7,0.0
0.636,2.49,2.0,105.0,10.5,1.0
0.0,30.0,1.0,175.0,47.6,0.0
0.988,2.12,1.0,69.0,13.9,1.0
0.0,0.86,1.0,150.0,22.2,0.0
0.0,62.41,1.0,197.0,472.3,0.0
1.0,2.27,2.0,121.0,65.6,1.0
0.0,129.04,1.0,74.0,1374.0,0.0
0.986,1.79,2.0,82.0,23.9,1.0
0.953,23.23,1.0,138.0,384.0,1.0
0.0,1.02,1.0,159.0,27.5,0.0
0.0,1.44,1.0,228.0,19.8,0.0
0.999,12.78,1.0,88.0,1315.8,1.0
